,state,tract,H094009,H094005,H094008,H094001,H094007,H094004,H094003,H094006,H094018,H094016,H094017,H094010,H094011,H094012,H094014,H094015,H094019,H094020,H094021,H094022,H094023,HCT047A021,HCT047C020,HCT047H001,HCT047H011,HCT047B020,HCT047C023,HCT047A020,HCT047C019,HCT047F011,HCT047A012,HCT047G021,HCT047A001,HCT047G010,HCT047G009,HCT047I020,HCT047F001,HCT047E022,HCT047E010,HCT047A011,HCT047G023,HCT047F019,HCT047I011,HCT047A023,HCT047I012,HCT047H009,HCT047F009,HCT047F010,HCT047I021,HCT047C011,HCT047A008,HCT047E020,HCT047H022,HCT047A022,HCT047H023,HCT047F022,HCT047B023,HCT047A019,HCT047I009,HCT047G019,HCT047B012,HCT047E001,HCT047G022,HCT047C009,HCT047G008,HCT047I019,HCT047D010,HCT047E023,HCT047G001,HCT047H020,HCT047G012,HCT047A010,HCT047B010,HCT047F023,HCT047E008,HCT047H012,HCT047D023,HCT047E021,HCT047C021,HCT047E019,HCT047C008,HCT047E012,HCT047D011,HCT047G011,HCT047D008,HCT047B009,HCT047C022,HCT047D012,HCT047C012,HCT047H010,HCT047E009,HCT047F020,HCT047A009,HCT047B022,HCT047B019,HCT047I010,HCT047H019,HCT047F021,HCT047G020,HCT047D021,HCT047F012,HCT047I022,HCT047H021,HCT047E011,HCT047I001,HCT047B011,HCT047D009,HCT047C001,HCT047I008,HCT047B008,HCT047F008,HCT047D019,HCT047B021,HCT047D001,HCT047D020,HCT047B001,HCT047I023,HCT047C010,HCT047D022,HCT047H008
72,06,0211,14,25,17,447,31,48,36,83,14,8,0,46,22,9,76,6,12,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,416,0,0,0,0,0,0,22,0,0,22,0,9,0,0,0,0,0,17,0,0,0,0,0,0,12,14,0,0,0,0,0,0,12,9,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,37,0,0,0,0,0,0,0,0,410,0,0,0,17,0,0,0,0,31,0,0,0,0,0,0
73,06,0212,48,94,48,606,26,50,33,86,0,8,0,19,64,6,103,7,0,0,14,0,0,14,0,25,12,0,0,0,0,7,0,0,558,0,0,0,9,0,0,57,0,0,52,0,0,5,0,0,14,0,48,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,7,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,48,0,0,12,0,0,0,0,0,0,0,0,542,0,0,0,48,0,0,0,0,27,0,0,0,0,0,0
74,06,0213,7,29,13,392,34,45,34,52,0,0,0,34,34,0,61,34,8,0,0,0,7,0,0,28,6,0,0,0,0,0,0,0,330,0,0,0,5,0,0,34,0,0,28,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,27,0,0,0,0,0,0,0,0,313,0,0,0,13,0,0,8,0,50,0,0,7,0,0,0
75,06,0214,13,57,17,361,25,47,8,52,0,0,0,5,51,0,57,12,6,0,0,11,0,0,0,44,6,0,0,0,0,0,0,0,298,0,0,0,19,0,0,46,0,0,40,0,0,0,0,0,0,0,11,0,0,11,0,0,0,6,13,0,0,0,0,0,0,6,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,281,0,0,0,11,0,0,0,0,30,0,0,0,0,0,0
76,06,0215,35,70,19,409,68,14,30,25,0,0,0,0,47,0,77,16,0,0,8,0,0,8,0,44,0,0,0,0,0,0,0,0,384,0,0,0,5,0,0,47,0,0,47,0,0,13,0,0,8,0,19,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,358,0,7,0,19,0,0,0,0,7,0,6,0,0,0,0
77,06,0216,24,72,45,763,105,96,73,69,0,18,0,18,86,0,148,0,9,0,0,0,0,0,0,41,12,0,0,0,0,6,0,0,576,0,0,0,12,0,0,72,0,0,66,0,0,0,0,0,0,0,31,0,0,0,0,0,0,9,18,0,0,0,0,0,6,9,0,0,29,0,0,18,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,553,0,6,0,31,0,0,0,0,116,0,30,0,0,0,6
78,06,0217,13,106,36,1020,104,102,74,123,0,21,8,79,117,7,170,44,0,9,0,7,0,0,0,56,13,9,0,0,0,0,7,0,735,0,0,0,0,0,0,86,0,0,86,0,7,0,0,0,0,0,17,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,10,0,32,0,0,69,0,0,0,0,0,0,0,0,0,0,11,20,14,0,0,0,0,0,0,0,7,0,0,69,0,0,0,0,0,7,0,0,692,0,6,0,17,0,0,0,0,193,0,60,0,0,0,0
79,06,0218,49,53,48,763,52,52,97,106,9,5,6,68,81,6,90,35,0,0,0,6,0,0,0,81,13,0,0,0,0,7,6,0,654,6,0,0,26,0,0,62,0,0,56,0,6,0,0,5,0,0,48,0,0,6,0,0,0,0,49,0,0,0,0,0,0,0,0,0,40,0,0,57,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,49,0,0,57,0,0,0,0,0,6,0,0,604,0,0,0,42,0,0,0,0,31,0,12,0,0,0,6
80,06,0226,6,0,0,20,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,06,022701,25,49,0,397,34,20,37,32,7,0,8,35,43,0,33,48,9,8,0,9,0,0,0,8,0,0,0,8,0,0,0,0,348,0,0,8,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,25,0,0,0,0,0,0,9,0,0,18,0,0,35,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,25,0,0,35,0,0,0,0,0,9,0,0,348,0,0,8,0,0,0,0,0,23,0,0,0,0,0,0
