,Category,Attribute,Percent Of,2024_Golden Gate Park,2024_San Francisco,2023_Golden Gate Park,2023_San Francisco,2022_Golden Gate Park,2022_San Francisco,2021_Golden Gate Park,2021_San Francisco,2020_Golden Gate Park,2020_San Francisco,2019_Golden Gate Park,2019_San Francisco,2018_Golden Gate Park,2018_San Francisco,2017_Golden Gate Park,2017_San Francisco,2016_Golden Gate Park,2016_San Francisco,2015_Golden Gate Park,2015_San Francisco,2014_Golden Gate Park,2014_San Francisco,2013_Golden Gate Park,2013_San Francisco,2012_Golden Gate Park,2012_San Francisco,2011_Golden Gate Park,2011_San Francisco,2010_Golden Gate Park,2010_San Francisco,2000_Golden Gate Park,2000_San Francisco
10,Affordability,80 AMI Annual Income,None,0.0,112504.27889379335,0.0,112672.58382642998,0.0,109152.1869382864,0.0,101183.91461787689,0.0,93962.45977833394,0.0,90829.94680675323,0.0,83996.44647503016,0.0,77453.98067188218,0.0,70889.82467729061,0.0,65586.12440191388,0.0,63018.82187025386,0.0,60631.27311146329,0.0,59106.29261204873,0.0,58412.6806317912,0.0,57149.05590522029,17272.727272727272,44732.23167014279
11,Affordability,80 AMI Monthly Affordable Rent,None,0.0,9375.35657448278,0.0,9389.381985535832,0.0,9096.015578190532,0.0,8431.992884823074,0.0,7830.204981527829,0.0,7569.162233896102,0.0,6999.70387291918,0.0,6454.498389323515,0.0,5907.485389774218,0.0,5465.510366826157,0.0,5251.568489187822,0.0,5052.606092621941,0.0,4925.524384337395,0.0,4867.7233859826,0.0,4762.421325435024,1439.3939393939393,3727.6859725118993
12,Age,"0-2 Years, Under 6 Years",Population Under 6 Years,None,0.5478517844964764,None,0.5406992325496406,None,0.5435105855696382,None,0.5452634434122194,None,0.5463237718430597,None,0.5439706576294453,None,0.5485122061580229,None,0.5440728159567982,None,0.5398601090002427,None,0.5406174484518621,None,0.5405688483381436,None,0.5284299122869234,None,0.5306792579454485,None,0.537271756021756,None,0.5470185194379623,1.0,0.5067081678651927
13,Age,0-4 Years,Total Population,None,0.0410560088487774,None,0.0420818720739854,None,0.0429241305894045,None,0.044113206543054,None,0.0449551586788678,None,0.0451682212163969,None,0.0454203559955169,None,0.045376638858545,None,0.0455484248199895,None,0.0453526040368801,None,0.0451965654091783,None,0.0448415927988704,None,0.0443776522702378,None,0.0442509760598566,None,0.0440338149220979,0.0821917808219178,0.0400176122296851
14,Age,18-34 Years,Total Population,None,0.2720516049880636,None,0.2751838010561819,None,0.2839780215639264,None,0.2937872454640216,None,0.305727332987868,None,0.3058618588627659,None,0.3066219589313914,None,0.3056840821116546,None,0.3052043890961046,None,0.3044161499051527,None,0.3034690431088777,None,0.3032975760903671,None,0.303876826740466,None,0.3034485355963694,None,0.3029564563668388,0.0547945205479452,0.3214952885998148
15,Age,"3-5 Years, Under 6 Years",Population Under 6 Years,None,0.4521482155035235,None,0.4593007674503593,None,0.4564894144303618,None,0.4547365565877805,None,0.4536762281569403,None,0.4560293423705546,None,0.4514877938419771,None,0.4559271840432018,None,0.4601398909997573,None,0.4593825515481379,None,0.4594311516618564,None,0.4715700877130765,None,0.4693207420545515,None,0.4627282439782439,None,0.4529814805620376,0.0,0.4932918321348073
16,Age,35-59 Years,Total Population,None,0.3571679565096113,None,0.3582532487301127,None,0.3555327627544171,None,0.3533718894867573,None,0.3441166739989114,None,0.3477087189166407,None,0.3498157591311249,None,0.3530123918927381,None,0.3570726313357319,None,0.3598353198993224,None,0.3612654748190046,None,0.3645669909005334,None,0.3666356963787091,None,0.3702449251164367,None,0.3732403935169017,0.863013698630137,0.3578295244311752
17,Age,5-17 Years,Total Population,None,0.0956109919010985,None,0.0950096245352536,None,0.0925993527995892,None,0.0923392494160466,None,0.0893695890108821,None,0.0891075388026607,None,0.0888260994267166,None,0.0887436248895444,None,0.089276704499908,None,0.0887033409362156,None,0.088993279990716,None,0.0893044497176027,None,0.0898952923094862,None,0.0902896167317373,None,0.0908309342788169,0.0,0.1041181461325835
18,Age,60 and older,Total Population,None,0.2341134377524491,None,0.2294714536044663,None,0.2249657322926627,None,0.2163884090901202,None,0.2158312453234706,None,0.2121536622015356,None,0.2093158265152501,None,0.2071832622475178,None,0.2028978502482659,None,0.201692585222429,None,0.2010756366722233,None,0.1979893904926263,None,0.1952145323011006,None,0.1917659464955999,None,0.1889384009153445,0.0,0.1765394286067413
19,Age,Under 18 Years,None,0.0,112981.0,0.0,114067.0,0.0,114689.0,0.0,117386.0,0.0,116553.0,0.0,116625.0,0.0,116002.0,0.0,115114.0,0.0,113760.0,0.0,111913.0,0.0,110271.0,0.0,108795.0,0.0,107603.0,0.0,106642.0,0.0,105626.0,6.0,111955.0
20,Age,Under 6 Years,None,0.0,39591.0,0.0,41045.0,0.0,42369.0,0.0,44241.0,0.0,45495.0,0.0,46622.0,0.0,46411.0,0.0,45924.0,0.0,45321.0,0.0,44279.0,0.0,42964.0,0.0,42297.0,0.0,41722.0,0.0,41184.0,0.0,40282.0,6.0,37268.0
21,Educational Attainment,College Degree or higher,Total Population 25+,None,0.6037814737779744,None,0.6015770791834534,None,0.5981580544247345,None,0.5954773065649281,None,0.5817083849870736,None,0.5809853065788942,None,0.5718184592579675,None,0.5583391409602758,None,0.5483582916944467,None,0.5386867457615273,None,0.5295800684635643,None,0.5241250965981674,None,0.5198689199853714,None,0.5138067991451463,None,0.5124188366490302,0.5970149253731343,0.4497981722207769
22,Educational Attainment,"College Degree or higher by Race, American Indian and Alaska Native Alone",None,None,0.2455003599712023,None,0.2137690865255826,None,0.2166053921568627,None,0.2144638403990025,None,0.1973472668810289,None,0.2233691164327002,None,0.2563864375290293,None,0.2669306930693069,None,0.2365180467091295,None,0.2571680635200706,None,0.2492974708952228,None,0.2232522209347238,None,0.2379888268156424,None,0.2615442846328539,None,0.2197293447293447,0.0,0.2797967956232903
23,Educational Attainment,"College Degree or higher by Race, Asian Alone",None,None,0.5185042788044152,None,0.5101656704378581,None,0.495082437863998,None,0.4890080209526927,None,0.473866138994221,None,0.4672661516508389,None,0.4575037134703005,None,0.4447043892120571,None,0.4329191104647852,None,0.4239583565056837,None,0.4100441955584836,None,0.4073056142823584,None,0.4014563686283872,None,0.3952965782241786,None,0.3934588456495386,None,0.3180491350817214
24,Educational Attainment,"College Degree or higher by Race, Black or African American Alone",None,None,0.3117331783546429,None,0.3095784252944823,None,0.325066377021482,None,0.3160114475071547,None,0.300559768869628,None,0.306507202403747,None,0.2866831256134923,None,0.2739648663912255,None,0.2510158013544018,None,0.2524520632676504,None,0.2375573494395725,None,0.2314935535274518,None,0.2349547998278088,None,0.2358445229681978,None,0.2439953383928825,0.0,0.1813176103693597
25,Educational Attainment,"College Degree or higher by Race, Hispanic or Latino",None,None,0.4117882876705103,None,0.4010362584500625,None,0.3953818674815468,None,0.3810688164006193,None,0.3546334438527747,None,0.34197374630003,None,0.3373183741033658,None,0.3228874660500224,None,0.3151018674772852,None,0.3083530973752595,None,0.307873869264935,None,0.2932001527519213,None,0.2888616440875375,None,0.2760453311890642,None,0.277118851877186,None,0.2033414091055498
26,Educational Attainment,"College Degree or higher by Race, Native Hawaiian and Other Pacific Islander Alone",None,None,0.2603383458646616,None,0.1909861668897813,None,0.2069267864971503,None,0.2821712681328965,None,0.3042198233562316,None,0.2515182186234818,None,0.291974656810982,None,0.2333333333333333,None,0.2706422018348624,None,0.2833178005591799,None,0.2592419279363593,None,0.235120511559272,None,0.2403705509507557,None,0.2357179619145651,None,0.1711528694768918,None,0.1756487025948103
27,Educational Attainment,"College Degree or higher by Race, Some Other Race Alone",None,None,0.3113031293787949,None,0.3241142173718044,None,0.3197161447914254,None,0.3029324107459202,None,0.2620558375634518,None,0.2361326777087646,None,0.2350730780154239,None,0.235151432716721,None,0.2418555328121532,None,0.2381352714649889,None,0.2566066293325261,None,0.2543460264900662,None,0.2543544263342921,None,0.250502164888631,None,0.2696297662409516,None,0.1603659926410732
28,Educational Attainment,"College Degree or higher by Race, Two or More Races",None,None,0.6116225267347236,None,0.6137429264349232,None,0.6214109419991773,None,0.6171994640122511,None,0.6302126896881348,None,0.6306512834003533,None,0.6155939422621864,None,0.5937783931121015,None,0.585663935551792,None,0.5604013705335291,None,0.5440374524127997,None,0.5496813910789502,None,0.5222933544841653,None,0.5147795285208256,None,0.5175160266787542,1.0,0.3607487756876745
29,Educational Attainment,"College Degree or higher by Race, White Alone",None,None,0.7698893189679573,None,0.7635569361517128,None,0.7593544606410111,None,0.7544658704802475,None,0.7417318996507724,None,0.7381568148135027,None,0.7263806245896475,None,0.7091343536564193,None,0.6931853022334379,None,0.6788142016319086,None,0.6671610409258498,None,0.6546792478771449,None,0.6484610260228427,None,0.6387280263834679,None,0.6348531402026409,0.5,0.5929709658157934
30,Educational Attainment,"College Degree or higher by Race, White Alone, Not Hispanic or Latino",None,None,0.7801371797302055,None,0.7802076736578218,None,0.7794094875239025,None,0.778894629499015,None,0.7716148917650081,None,0.773733311994025,None,0.7640608737423608,None,0.7500175594093349,None,0.739748284062044,None,0.7284118945591481,None,0.7207126701926108,None,0.7129029660824118,None,0.7096552998273301,None,0.7035546060036851,None,0.7000256283456723,0.5,0.6318959962865713
31,Educational Attainment,High School or Less,Total Population 25+,None,0.2226179457153548,None,0.2249546945438751,None,0.2277040043832001,None,0.2256737658772623,None,0.2350681531009399,None,0.2355443598360608,None,0.2375143509031986,None,0.2434933793052855,None,0.2497404280502513,None,0.2564566535550907,None,0.2634329941120096,None,0.2697919788036021,None,0.2777815204768412,None,0.2867029253043871,None,0.2866962090560432,0.0,0.3267562373595388
32,Educational Attainment,"High School or Less by Race, American Indian and Alaska Native Alone",None,None,0.494120470362371,None,0.5068309670506295,None,0.5134803921568627,None,0.503384396152476,None,0.4694533762057878,None,0.3885218827415359,None,0.3483511379470506,None,0.3916831683168317,None,0.4416135881104034,None,0.4221438023820026,None,0.4122842232035327,None,0.3704132869833912,None,0.3918063314711359,None,0.3747161241483724,None,0.358974358974359,0.0,0.4376709652207893
33,Educational Attainment,"High School or Less by Race, Asian Alone",None,None,0.3208193807102402,None,0.3254751908002233,None,0.3363177754080879,None,0.3373342609265018,None,0.3514679339636701,None,0.3562753202447145,None,0.3618839394495719,None,0.3672850343733474,None,0.3770493957485578,None,0.3880897826618913,None,0.3982770137344789,None,0.3998966408268734,None,0.4142437626835382,None,0.4246066295386561,None,0.422428935454343,None,0.4771248140113354
34,Educational Attainment,"High School or Less by Race, Black or African American Alone",None,None,0.3380149812734082,None,0.3715437073775573,None,0.3453415399468983,None,0.3555957222473264,None,0.350547730829421,None,0.3481898253159337,None,0.3349296528748624,None,0.3298457331391374,None,0.346425884123401,None,0.3555123560425319,None,0.3607642720250885,None,0.3765609155439663,None,0.3882623044913187,None,0.4103462897526502,None,0.4102214263380802,0.0,0.4804356300555501
35,Educational Attainment,"High School or Less by Race, Hispanic or Latino",None,None,0.364599267847535,None,0.3773654877195956,None,0.3833093029761776,None,0.3909882013773957,None,0.4059635844022461,None,0.4117905709750761,None,0.4194679159138366,None,0.435137817820875,None,0.4416231741525944,None,0.4471136933604167,None,0.4549566309327256,None,0.4704639839610482,None,0.4781707840372708,None,0.4999623077696251,None,0.496676690370791,None,0.574299438430406
36,Educational Attainment,"High School or Less by Race, Native Hawaiian and Other Pacific Islander Alone",None,None,0.4093045112781955,None,0.4506916555109326,None,0.4673388864533099,None,0.3692091717360786,None,0.3895976447497546,None,0.4053643724696356,None,0.3141499472016895,None,0.3308080808080808,None,0.3598369011213048,None,0.3676607642124883,None,0.3841834347215723,None,0.4333497294638465,None,0.409068746952706,None,0.4410705095213587,None,0.4555611985779583,None,0.624750499001996
37,Educational Attainment,"High School or Less by Race, Some Other Race Alone",None,None,0.4659462443208356,None,0.4666296478226512,None,0.4677925414306471,None,0.487672203580584,None,0.5113556800280064,None,0.5293090062111802,None,0.5212898433574378,None,0.527702212549873,None,0.5147845816173026,None,0.5192818788306124,None,0.5023459966701983,None,0.5063810706401766,None,0.4933684883349313,None,0.5126099183145114,None,0.4808428235511088,None,0.6219921200872651
38,Educational Attainment,"High School or Less by Race, Two or More Races",None,None,0.1816019802300561,None,0.1802389293092607,None,0.1798848210612916,None,0.1656297856049004,None,0.1544987453698171,None,0.1345785260626104,None,0.1320003155071777,None,0.1425604638082464,None,0.1506385316061702,None,0.1765051395007342,None,0.1972939602839798,None,0.215088022464629,None,0.2250863973712537,None,0.2316477342127763,None,0.2145308554037428,0.0,0.357544967733077
39,Educational Attainment,"High School or Less by Race, White Alone",None,None,0.0837330863135607,None,0.0867671961938553,None,0.091400355599358,None,0.090189030883919,None,0.0978671139174745,None,0.1029617557968575,None,0.108615709839922,None,0.1172008110008916,None,0.1273171623310771,None,0.1332291185561516,None,0.1441249873428277,None,0.1567610058193578,None,0.1648334423521539,None,0.1734894556896916,None,0.1787617201311923,0.0,0.1917668059909439
40,Educational Attainment,"High School or Less by Race, White Alone, Not Hispanic or Latino",None,None,0.0766674532772647,None,0.0747168001319038,None,0.0772981479414169,None,0.0732072561003151,None,0.0762032848642246,None,0.0771482681817575,None,0.0789643991353313,None,0.0838269478401926,None,0.0890328595362914,None,0.0910954831566645,None,0.0966344205571545,None,0.1048193150670545,None,0.1084693493260191,None,0.1123988213448426,None,0.1178290264477308,0.0,0.1531027220263127
41,Educational Attainment,Some College/Associate Degree,Total Population 25+,None,0.1736005805066708,None,0.1734682262726714,None,0.1741379411920654,None,0.1788489275578095,None,0.1832234619119865,None,0.1834703335850449,None,0.1906671898388339,None,0.1981674797344386,None,0.2019012802553019,None,0.204856600683382,None,0.2069869374244261,None,0.2060829245982304,None,0.2023495595377873,None,0.1994902755504666,None,0.2008849542949266,0.4029850746268656,0.2234455904196843
42,Educational Attainment,"Some College/Associate Degree by Race, American Indian and Alaska Native Alone",None,None,0.2603791696664267,None,0.2793999464237878,None,0.2699142156862745,None,0.2821517634485215,None,0.3331993569131832,None,0.3881090008257638,None,0.3952624245239201,None,0.3413861386138614,None,0.3218683651804671,None,0.3206881340979268,None,0.3384183059012445,None,0.4063344920818849,None,0.3702048417132216,None,0.3637395912187736,None,0.4212962962962963,1.0,0.2825322391559203
43,Educational Attainment,"Some College/Associate Degree by Race, Asian Alone",None,None,0.1606763404853445,None,0.1643591387619185,None,0.168599786727914,None,0.1736577181208053,None,0.1746659270421089,None,0.1764585281044465,None,0.1806123470801275,None,0.1880105764145954,None,0.1900314937866569,None,0.187951860832425,None,0.1916787907070374,None,0.1927977448907681,None,0.1842998686880745,None,0.1800967922371653,None,0.1841122188961183,None,0.2048260509069432
44,Educational Attainment,"Some College/Associate Degree by Race, Black or African American Alone",None,None,0.3502518403719488,None,0.3188778673279603,None,0.3295920830316196,None,0.3283928302455189,None,0.348892500300951,None,0.3453029722803193,None,0.3783872215116452,None,0.3961894004696371,None,0.4025583145221971,None,0.3920355806898177,None,0.4016783785353389,None,0.3919455309285817,None,0.3767828956808724,None,0.3538091872791519,None,0.3457832352690372,1.0,0.3382467595750901
45,Educational Attainment,"Some College/Associate Degree by Race, Hispanic or Latino",None,None,0.2236124444819546,None,0.2215982538303418,None,0.2213088295422755,None,0.2279429822219849,None,0.2394029717449791,None,0.2462356827248938,None,0.2432137099827976,None,0.2419747161291026,None,0.2432749583701203,None,0.2445332092643237,None,0.2371694998023393,None,0.2363358632870304,None,0.2329675718751915,None,0.2239923610413106,None,0.226204457752023,None,0.2223591524640441
46,Educational Attainment,"Some College/Associate Degree by Race, Native Hawaiian and Other Pacific Islander Alone",None,None,0.3303571428571428,None,0.358322177599286,None,0.3257343270495397,None,0.3486195601310248,None,0.3061825318940137,None,0.3431174089068826,None,0.3938753959873284,None,0.4358585858585858,None,0.3695208970438328,None,0.3490214352283318,None,0.3565746373420683,None,0.3315297589768815,None,0.3505607020965383,None,0.3232115285640761,None,0.3732859319451498,None,0.1996007984031936
47,Educational Attainment,"Some College/Associate Degree by Race, Some Other Race Alone",None,None,0.2227506263003694,None,0.2092561348055442,None,0.2124913137779275,None,0.2093953856734957,None,0.2265884824085419,None,0.2345583160800552,None,0.2436370786271382,None,0.2371463547334058,None,0.2433598855705442,None,0.2425828497043987,None,0.2410473739972756,None,0.2392729028697571,None,0.2522770853307766,None,0.2368879167968575,None,0.2495274102079395,None,0.2176418872716616
48,Educational Attainment,"Some College/Associate Degree by Race, Two or More Races",None,None,0.2067754930352202,None,0.206018144255816,None,0.198704236939531,None,0.2171707503828484,None,0.215288564942048,None,0.2347701905370363,None,0.2524057422306357,None,0.2636611430796521,None,0.2636975328420378,None,0.2630934899657366,None,0.2586685873032205,None,0.2352305864564207,None,0.252620248144581,None,0.2535727372663979,None,0.2679531179175031,0.0,0.2817062565792484
49,Educational Attainment,"Some College/Associate Degree by Race, White Alone",None,None,0.146377594718482,None,0.1496758676544318,None,0.1492451837596308,None,0.1553450986358334,None,0.1604009864317531,None,0.1588814293896397,None,0.1650036655704304,None,0.173664835342689,None,0.179497535435485,None,0.1879566798119397,None,0.1887139717313224,None,0.1885597463034972,None,0.1867055316250034,None,0.1877825179268403,None,0.1863851396661667,0.5,0.2152622281932626
50,Educational Attainment,"Some College/Associate Degree by Race, White Alone, Not Hispanic or Latino",None,None,0.1431953669925297,None,0.1450755262102742,None,0.1432923645346806,None,0.1478981144006698,None,0.1521818233707672,None,0.1491184198242174,None,0.1569747271223079,None,0.1661554927504724,None,0.1712188564016646,None,0.1804926222841872,None,0.1826529092502346,None,0.1822777188505336,None,0.1818753508466507,None,0.1840465726514722,None,0.1821453452065969,0.5,0.2150012816871159
51,Employment,"6-17, Living with One Parent",None,0.0,20099.0,0.0,20175.0,0.0,19426.0,0.0,20458.0,0.0,20445.0,0.0,19973.0,0.0,20256.0,0.0,20087.0,0.0,19772.0,0.0,19777.0,0.0,19907.0,0.0,19719.0,0.0,20009.0,0.0,20335.0,0.0,20089.0,0.0,19204.0
52,Employment,"6-17, Living with One Parent, Parent Not in Labor Force","Total 6-17, Living with One Parent",None,0.1659286531668242,None,0.1765551425030979,None,0.1788839699371975,None,0.1864796167758334,None,0.1962827097089753,None,0.1985680668903019,None,0.1812302527646129,None,0.165181460646189,None,0.1608335019219097,None,0.1700965768316731,None,0.1591400010046717,None,0.1724732491505654,None,0.1948123344494977,None,0.1800835997049422,None,0.1810443526307929,None,0.2812955634242866
53,Employment,"6-17, Living with One Parent, Parent in Labor Force","Total 6-17, Living with One Parent",None,0.8340713468331757,None,0.8234448574969021,None,0.8211160300628024,None,0.8135203832241665,None,0.8037172902910247,None,0.8014319331096981,None,0.8187697472353871,None,0.8348185393538109,None,0.8391664980780902,None,0.8299034231683269,None,0.8408599989953283,None,0.8275267508494345,None,0.8051876655505023,None,0.8199164002950577,None,0.818955647369207,None,0.7187044365757134
54,Employment,"6-17, Living with Two Parents",None,0.0,49075.0,0.0,48594.0,0.0,48739.0,0.0,48247.0,0.0,46389.0,0.0,46832.0,0.0,46257.0,0.0,45768.0,0.0,45467.0,0.0,44455.0,0.0,43591.0,0.0,43379.0,0.0,42049.0,0.0,41463.0,0.0,41539.0,0.0,48312.0
55,Employment,"6-17, Living with Two Parents, One Parent in Labor Force","Total 6-17, Living with Two Parents",None,0.2628018339276617,None,0.251903527184426,None,0.2531237817764008,None,0.2552697577051422,None,0.261117937442066,None,0.2751323881106935,None,0.2824869749443327,None,0.2922128998426848,None,0.2958849275298568,None,0.3079743560904285,None,0.299786653208231,None,0.2915927061481362,None,0.2885918809008537,None,0.3013047777536599,None,0.303762729001661,None,0.3014571948998178
56,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force","Total 6-17, Living with Two Parents",None,0.0145287824758023,None,0.0186854344157714,None,0.0172346580766942,None,0.0200841503098638,None,0.0181508547284916,None,0.0196873932353946,None,0.0202347752772553,None,0.0196206956825729,None,0.018540919787978,None,0.0182881565628163,None,0.0207841068110389,None,0.0210009451577952,None,0.0214036005612499,None,0.0210066806550418,None,0.0248681961530128,None,0.1003477396920019
57,Employment,"6-17, Living with Two Parents, Parents in Labor Force","Total 6-17, Living with Two Parents",None,0.7226693835965359,None,0.7294110383998025,None,0.729641560146905,None,0.7246460919849939,None,0.7207312078294423,None,0.7051802186539119,None,0.6972782497784119,None,0.6881664044747422,None,0.685574152682165,None,0.6737374873467551,None,0.67942923998073,None,0.6874063486940686,None,0.6900045185378962,None,0.6776885415912983,None,0.671369074845326,None,0.5981950654081801
58,Employment,Employed Residents,None,0.0,475344.0,0.0,483955.0,0.0,496966.0,0.0,511122.0,0.0,500641.0,0.0,522693.0,0.0,514605.0,0.0,504143.0,0.0,487737.0,0.0,477522.0,0.0,465885.0,0.0,456055.0,0.0,449117.0,0.0,446684.0,0.0,443834.0,60.0,427823.0
59,Employment,Managerial Professional,Total Civilian Employed Population 16 Years and Over,None,0.636263421858696,None,0.6344990753272515,None,0.6206521170462366,None,0.6037599633746933,None,0.584368839148212,None,0.5758313197230497,None,0.5636459031684495,None,0.5504787332165675,None,0.5458249015350486,None,0.5345366286788881,None,0.5232213958380287,None,0.5170692131431516,None,0.5124611181496136,None,0.5045401223236113,None,0.5047833198898687,0.3166666666666666,0.4833868211853968
60,Employment,Natural Resources,Total Civilian Employed Population 16 Years and Over,None,0.0307777104581103,None,0.029322974243473,None,0.0278288655561949,None,0.0286017819620364,None,0.029214546950809,None,0.0309416808719458,None,0.0325375773651635,None,0.0350297435449862,None,0.0354781367827333,None,0.0365072185155867,None,0.0367000440022752,None,0.0406288715176897,None,0.0417508132624683,None,0.0447967690806028,None,0.0460577603338185,0.0,0.042050100158243
61,Employment,Production Transport Materials,Total Civilian Employed Population 16 Years and Over,None,0.0523683900501531,None,0.0536682129536837,None,0.0556396212215725,None,0.0568063984723803,None,0.0570708351892873,None,0.058803159789781,None,0.0599275172219469,None,0.0545757850451161,None,0.0526451755761814,None,0.0536205661728674,None,0.0548161026862852,None,0.0521801098551709,None,0.0528949026645617,None,0.056415721180969,None,0.058440768395391,0.0,0.0745331597412948
62,Employment,Sales and Office,Total Civilian Employed Population 16 Years and Over,None,0.1501544144871924,None,0.1525885671188437,None,0.1615362016717441,None,0.1689498788938844,None,0.1773106876983707,None,0.1802453830451144,None,0.1825788711730356,None,0.1954723163864221,None,0.1998392576326995,None,0.2054271845066824,None,0.2118033420264657,None,0.2171952944272072,None,0.2180166860751207,None,0.220927993839045,None,0.2243113416277256,0.1833333333333333,0.2555168843189824
63,Employment,Services,Total Civilian Employed Population 16 Years and Over,None,0.130436063145848,None,0.129921170356748,None,0.1343431945042518,None,0.1418819772970054,None,0.1520350910133209,None,0.154178456570109,None,0.1613101310714043,None,0.1644434218069079,None,0.166212528473337,None,0.1699084021259753,None,0.173459115446945,None,0.1729265110567804,None,0.1748764798482355,None,0.1733193935757717,None,0.166406809753196,0.5,0.1434331487554432
