,Category,Attribute,2024_Inner Richmond,2024_San Francisco,2023_Inner Richmond,2023_San Francisco,2022_Inner Richmond,2022_San Francisco,2021_Inner Richmond,2021_San Francisco,2020_Inner Richmond,2020_San Francisco,2019_Inner Richmond,2019_San Francisco,2018_Inner Richmond,2018_San Francisco,2017_Inner Richmond,2017_San Francisco,2016_Inner Richmond,2016_San Francisco,2015_Inner Richmond,2015_San Francisco,2014_Inner Richmond,2014_San Francisco,2013_Inner Richmond,2013_San Francisco,2012_Inner Richmond,2012_San Francisco,2011_Inner Richmond,2011_San Francisco,2010_Inner Richmond,2010_San Francisco,2000_Inner Richmond,2000_San Francisco
10,Affordability,80 AMI Annual Income,142150.33301617508,112504.27889379335,132554.02750491162,112672.58382642998,131045.7516339869,109152.1869382864,114805.19480519481,101183.91461787689,118677.35470941884,93962.45977833394,93204.99479708637,90829.94680675323,80271.96652719664,83996.44647503016,77644.32029795159,77453.98067188218,70241.18738404453,70889.82467729061,62824.644549763034,65586.12440191388,59786.941580756014,63018.82187025386,57833.33333333334,60631.27311146329,56675.02850627138,59106.29261204873,54081.334723670494,58412.6806317912,53312.154696132595,57149.05590522029,44601.156069364166,44732.23167014279
11,Affordability,80 AMI Monthly Affordable Rent,11845.861084681257,9375.35657448278,11046.168958742635,9389.381985535832,10920.479302832242,9096.015578190532,9567.099567099567,8431.992884823074,9889.779559118237,7830.204981527829,7767.082899757198,7569.162233896102,6689.330543933053,6999.70387291918,6470.3600248293,6454.498389323515,5853.432282003711,5907.485389774218,5235.387045813586,5465.510366826157,4982.245131729668,5251.568489187822,4819.444444444445,5052.606092621941,4722.919042189282,4925.524384337395,4506.777893639208,4867.7233859826,4442.679558011049,4762.421325435024,3716.763005780347,3727.6859725118993
12,Age,0-2 Years,0.4716834755624515,0.5478517844964764,0.5404255319148936,0.5406992325496406,0.4937205651491366,0.5435105855696382,0.437201907790143,0.5452634434122194,0.454485049833887,0.5463237718430597,0.6113615870153292,0.5439706576294453,0.5444444444444444,0.5485122061580229,0.4870466321243523,0.5440728159567982,0.5678391959798995,0.5398601090002427,0.5384615384615384,0.5406174484518621,0.4552380952380952,0.5405688483381436,0.4329044117647059,0.5284299122869234,0.4739292364990689,0.5306792579454485,0.4703517587939698,0.537271756021756,0.4714686623012161,0.5470185194379623,0.5263157894736842,0.5067081678651927
13,Age,0-4 Years,0.0581892267938779,0.0410560088487774,0.0567592912491979,0.0420818720739854,0.0563071646341463,0.0429241305894045,0.052970092341618,0.044113206543054,0.0226421423380108,0.0449551586788678,0.0406698564593301,0.0451682212163969,0.0678429763370263,0.0454203559955169,0.0436710263799601,0.045376638858545,0.0393725281073634,0.0455484248199895,0.0427647714604236,0.0453526040368801,0.0451265229615745,0.0451965654091783,0.0459722794016742,0.0448415927988704,0.0459952418715305,0.0443776522702378,0.0432137511467336,0.0442509760598566,0.0451858913250714,0.0440338149220979,0.0365676876315174,0.0400176122296851
14,Age,18-34 Years,0.2552176505664877,0.2720516049880636,0.2588223680963427,0.2751838010561819,0.2856326219512195,0.2839780215639264,0.3246198373684936,0.2937872454640216,0.448649857438363,0.305727332987868,0.3378522062732589,0.3058618588627659,0.2531117494186842,0.3066219589313914,0.3392595876745732,0.3056840821116546,0.3234679820468382,0.3052043890961046,0.3282051282051282,0.3044161499051527,0.320759137769447,0.3034690431088777,0.3172773432139426,0.3032975760903671,0.3180482343611512,0.303876826740466,0.3215682487566993,0.3034485355963694,0.3079122974261201,0.3029564563668388,0.332335749357026,0.3214952885998148
15,Age,3-5 Years,0.5283165244375485,0.4521482155035235,0.4595744680851064,0.4593007674503593,0.5062794348508635,0.4564894144303618,0.5627980922098569,0.4547365565877805,0.545514950166113,0.4536762281569403,0.3886384129846709,0.4560293423705546,0.4555555555555555,0.4514877938419771,0.5129533678756477,0.4559271840432018,0.4321608040201005,0.4601398909997573,0.4615384615384615,0.4593825515481379,0.5447619047619048,0.4594311516618564,0.5670955882352942,0.4715700877130765,0.5260707635009311,0.4693207420545515,0.5296482412060302,0.4627282439782439,0.5285313376987839,0.4529814805620376,0.4736842105263157,0.4932918321348073
16,Age,35-59 Years,0.3667262969588551,0.3571679565096113,0.3560041458960564,0.3582532487301127,0.3315548780487805,0.3555327627544171,0.3230578398493132,0.3533718894867573,0.3640073796612064,0.3441166739989114,0.3115364167995746,0.3477087189166407,0.3502940774175899,0.3498157591311249,0.320106406561738,0.3530123918927381,0.3296004977114162,0.3570726313357319,0.3311036789297659,0.3598353198993224,0.3357075913776944,0.3612654748190046,0.3441745574310416,0.3645669909005334,0.3582124364416663,0.3666356963787091,0.3622712568200473,0.3702449251164367,0.369256434699714,0.3732403935169017,0.3538461538461538,0.3578295244311752
17,Age,5-17 Years,0.1100178890876565,0.0956109919010985,0.1003899116529292,0.0950096245352536,0.1010384908536585,0.0925993527995892,0.102035190885285,0.0923392494160466,0.0498127131436238,0.0893695890108821,0.0930799220272904,0.0891075388026607,0.0951306250854876,0.0888260994267166,0.0880514298381733,0.0887436248895444,0.0924765586810647,0.089276704499908,0.0786622073578595,0.0887033409362156,0.0792877225866916,0.088993279990716,0.0774438497781437,0.0893044497176027,0.0775295050613425,0.0898952923094862,0.0736323692723673,0.0902896167317373,0.0860343183984747,0.0908309342788169,0.1014262333411269,0.1041181461325835
18,Age,60 and older,0.2098489365931226,0.2341134377524491,0.2280242831054735,0.2294714536044663,0.2254668445121951,0.2249657322926627,0.1973170395552901,0.2163884090901202,0.1148879074187957,0.2158312453234706,0.2168615984405458,0.2121536622015356,0.2336205717412118,0.2093158265152501,0.2089115495455553,0.2071832622475178,0.2150824334533173,0.2028978502482659,0.2192642140468227,0.201692585222429,0.2191190253045923,0.2010756366722233,0.2151319701751978,0.1979893904926263,0.2002145822643093,0.1952145323011006,0.1993143740041524,0.1917659464955999,0.1916110581506196,0.1889384009153445,0.1758241758241758,0.1765394286067413
19,Age,Under 18 Years,3385.0,112981.0,3184.0,114067.0,3303.0,114689.0,3374.0,117386.0,3702.0,116553.0,3019.0,116625.0,2970.0,116002.0,2971.0,115114.0,2967.0,113760.0,2722.0,111913.0,2654.0,110271.0,2697.0,108795.0,2647.0,107603.0,2419.0,106642.0,2753.0,105626.0,2951.0,111955.0
20,Age,Under 6 Years,1289.0,39591.0,1175.0,41045.0,1274.0,42369.0,1258.0,44241.0,1505.0,45495.0,1109.0,46622.0,1260.0,46411.0,1158.0,45924.0,995.0,45321.0,1040.0,44279.0,1050.0,42964.0,1088.0,42297.0,1074.0,41722.0,995.0,41184.0,1069.0,40282.0,969.0,37268.0
21,Educational Attainment,College Degree or higher,0.7232873210633947,0.6037814737779744,0.691041371231272,0.6015770791834534,0.691190533110208,0.5981580544247345,0.7117332091723897,0.5954773065649281,0.7098529507028568,0.5817083849870736,0.6692658283455054,0.5809853065788942,0.5231985940246046,0.5718184592579675,0.637682777095658,0.5583391409602758,0.6035056578655424,0.5483582916944467,0.5877954920285872,0.5386867457615273,0.5863633684954918,0.5295800684635643,0.5459512307338394,0.5241250965981674,0.5450702548225768,0.5198689199853714,0.5518257134090212,0.5138067991451463,0.5616343924296547,0.5124188366490302,0.5148675437015678,0.4497981722207769
22,Educational Attainment,High School or Less,0.1257029652351738,0.2226179457153548,0.1307725507121277,0.2249546945438751,0.1375806837198183,0.2277040043832001,0.1204749156093586,0.2256737658772623,0.1365550301224331,0.2350681531009399,0.1655592773598374,0.2355443598360608,0.2528998242530755,0.2375143509031986,0.1907020872865275,0.2434933793052855,0.2007987574883514,0.2497404280502513,0.1985156679494227,0.2564566535550907,0.1962402027226118,0.2634329941120096,0.2378076834598573,0.2697919788036021,0.2232079066444391,0.2777815204768412,0.2362074255906719,0.2867029253043871,0.2391426959954878,0.2866962090560432,0.2750045053162732,0.3267562373595388
23,Educational Attainment,Some College/Associate Degree,0.1510097137014314,0.1736005805066708,0.1781860780566002,0.1734682262726714,0.1712287831699737,0.1741379411920654,0.1677918752182516,0.1788489275578095,0.1535920191747101,0.1832234619119865,0.165174894294657,0.1834703335850449,0.2239015817223198,0.1906671898388339,0.1716151356178145,0.1981674797344386,0.195695584646106,0.2019012802553019,0.2136888400219901,0.204856600683382,0.2173964287818964,0.2069869374244261,0.2162410858063032,0.2060829245982304,0.231721838532984,0.2023495595377873,0.2119668610003068,0.1994902755504666,0.1992229115748574,0.2008849542949266,0.2101279509821589,0.2234455904196843
24,Employment,"6-17, Living with One Parent",503.0,20099.0,401.0,20175.0,376.0,19426.0,360.0,20458.0,554.0,20445.0,436.0,19973.0,332.0,20256.0,395.0,20087.0,216.0,19772.0,13.0,19777.0,48.0,19907.0,177.0,19719.0,199.0,20009.0,247.0,20335.0,390.0,20089.0,366.0,19204.0
25,Employment,"6-17, Living with One Parent, Parent Not in Labor Force",0.1332007952286282,0.1659286531668242,0.1795511221945137,0.1765551425030979,0.1622340425531915,0.1788839699371975,0.1694444444444444,0.1864796167758334,0.111913357400722,0.1962827097089753,0.0,0.1985680668903019,0.0,0.1812302527646129,0.0,0.165181460646189,0.0,0.1608335019219097,0.0,0.1700965768316731,0.0,0.1591400010046717,0.0847457627118644,0.1724732491505654,0.0954773869346733,0.1948123344494977,0.1376518218623481,0.1800835997049422,0.1128205128205128,0.1810443526307929,0.1775956284153005,0.2812955634242866
26,Employment,"6-17, Living with One Parent, Parent in Labor Force",0.8667992047713717,0.8340713468331757,0.8204488778054863,0.8234448574969021,0.8377659574468085,0.8211160300628024,0.8305555555555556,0.8135203832241665,0.8880866425992779,0.8037172902910247,1.0,0.8014319331096981,1.0,0.8187697472353871,1.0,0.8348185393538109,1.0,0.8391664980780902,1.0,0.8299034231683269,1.0,0.8408599989953283,0.9152542372881356,0.8275267508494345,0.9045226130653268,0.8051876655505023,0.8623481781376519,0.8199164002950577,0.8871794871794871,0.818955647369207,0.8224043715846995,0.7187044365757134
27,Employment,"6-17, Living with Two Parents",1593.0,49075.0,1584.0,48594.0,1624.0,48739.0,1716.0,48247.0,1630.0,46389.0,1469.0,46832.0,1378.0,46257.0,1418.0,45768.0,1657.0,45467.0,1586.0,44455.0,1478.0,43591.0,1297.0,43379.0,1227.0,42049.0,1109.0,41463.0,1215.0,41539.0,1491.0,48312.0
28,Employment,"6-17, Living with Two Parents, One Parent in Labor Force",0.3314500941619586,0.2628018339276617,0.2922979797979798,0.251903527184426,0.2949507389162561,0.2531237817764008,0.37004662004662,0.2552697577051422,0.3429447852760736,0.261117937442066,0.2171545268890401,0.2751323881106935,0.2314949201741654,0.2824869749443327,0.2827926657263752,0.2922128998426848,0.3373566686783343,0.2958849275298568,0.3638083228247162,0.3079743560904285,0.4330175913396482,0.299786653208231,0.3986121819583654,0.2915927061481362,0.4303178484107579,0.2885918809008537,0.3949504057709648,0.3013047777536599,0.419753086419753,0.303762729001661,0.3554661301140174,0.3014571948998178
29,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force",0.0,0.0145287824758023,0.0113636363636363,0.0186854344157714,0.022167487684729,0.0172346580766942,0.0174825174825174,0.0200841503098638,0.0171779141104294,0.0181508547284916,0.0517358747447243,0.0196873932353946,0.048621190130624,0.0202347752772553,0.0232722143864598,0.0196206956825729,0.0235365117682558,0.018540919787978,0.0245901639344262,0.0182881565628163,0.0108254397834912,0.0207841068110389,0.0069390902081727,0.0210009451577952,0.0228198859005704,0.0214036005612499,0.0162308385933273,0.0210066806550418,0.0156378600823045,0.0248681961530128,0.0348759221998658,0.1003477396920019
30,Employment,"6-17, Living with Two Parents, Parents in Labor Force",0.6685499058380414,0.7226693835965359,0.6963383838383839,0.7294110383998025,0.6828817733990148,0.729641560146905,0.6124708624708625,0.7246460919849939,0.6398773006134969,0.7207312078294423,0.7311095983662356,0.7051802186539119,0.7198838896952104,0.6972782497784119,0.693935119887165,0.6881664044747422,0.6391068195534098,0.685574152682165,0.6116015132408575,0.6737374873467551,0.5561569688768606,0.67942923998073,0.5944487278334618,0.6874063486940686,0.5468622656886716,0.6900045185378962,0.5888187556357078,0.6776885415912983,0.5646090534979424,0.671369074845326,0.6096579476861167,0.5981950654081801
31,Employment,Employed Residents,12386.0,475344.0,12229.0,483955.0,12633.0,496966.0,13628.0,511122.0,13297.0,500641.0,14109.0,522693.0,8281.0,514605.0,13821.0,504143.0,13137.0,487737.0,12950.0,477522.0,12442.0,465885.0,12464.0,456055.0,12339.0,449117.0,11904.0,446684.0,11674.0,443834.0,12254.0,427823.0
32,Employment,Managerial Professional,0.6978847085419021,0.636263421858696,0.6724997955679123,0.6344990753272515,0.6756114937069579,0.6206521170462366,0.6441884355738187,0.6037599633746933,0.6530796420245168,0.584368839148212,0.6023105818980793,0.5758313197230497,0.5176911001086826,0.5636459031684495,0.5853411475291224,0.5504787332165675,0.5763873030372231,0.5458249015350486,0.5784555984555985,0.5345366286788881,0.5568236617907089,0.5232213958380287,0.5395539152759948,0.5170692131431516,0.5215981846178783,0.5124611181496136,0.5362063172043011,0.5045401223236113,0.5393181428816173,0.5047833198898687,0.5251346499102334,0.4833868211853968
33,Employment,Natural Resources,0.0099305667689326,0.0307777104581103,0.0155368386621964,0.029322974243473,0.0125860840655426,0.0278288655561949,0.0165101262107425,0.0286017819620364,0.0385049259231405,0.029214546950809,0.0206960096392373,0.0309416808719458,0.0381596425552469,0.0325375773651635,0.022140221402214,0.0350297435449862,0.0236735936667427,0.0354781367827333,0.0247104247104247,0.0365072185155867,0.0249959813534801,0.0367000440022752,0.0355423620025673,0.0406288715176897,0.0323364940432774,0.0417508132624683,0.0317540322580645,0.0447967690806028,0.0266403974644509,0.0460577603338185,0.0329688265056308,0.042050100158243
34,Employment,Production Transport Materials,0.0426287744227353,0.0523683900501531,0.0570774388748057,0.0536682129536837,0.0534314889574922,0.0556396212215725,0.0504109186968007,0.0568063984723803,0.0415131232608859,0.0570708351892873,0.0589694521227585,0.058803159789781,0.0742663929477116,0.0599275172219469,0.0452933941104116,0.0545757850451161,0.0456725279744233,0.0526451755761814,0.0451737451737451,0.0536205661728674,0.0339977495579488,0.0548161026862852,0.0409178433889602,0.0521801098551709,0.0432774130804765,0.0528949026645617,0.0394825268817204,0.056415721180969,0.0448004111701216,0.058440768395391,0.0554104782111963,0.0745331597412948
35,Employment,Sales and Office,0.1519457451961892,0.1501544144871924,0.1464551475999672,0.1525885671188437,0.1502414311723264,0.1615362016717441,0.1719988259465805,0.1689498788938844,0.1901932766789501,0.1773106876983707,0.1793890424551704,0.1802453830451144,0.1647144064726482,0.1825788711730356,0.1909413211779176,0.1954723163864221,0.1914440130927913,0.1998392576326995,0.2059459459459459,0.2054271845066824,0.2380646198360392,0.2118033420264657,0.2354781771501925,0.2171952944272072,0.2460491125699003,0.2180166860751207,0.2476478494623656,0.220927993839045,0.2524413225972246,0.2243113416277256,0.2727272727272727,0.2555168843189824
36,Employment,Services,0.0976102050702406,0.130436063145848,0.1084307792951181,0.129921170356748,0.1081295020976806,0.1343431945042518,0.1168916935720575,0.1418819772970054,0.0767090321125065,0.1520350910133209,0.1386349138847544,0.154178456570109,0.2051684579157106,0.1613101310714043,0.1562839157803342,0.1644434218069079,0.1628225622288193,0.166212528473337,0.1457142857142857,0.1699084021259753,0.1461179874618228,0.173459115446945,0.1485077021822849,0.1729265110567804,0.1567387956884674,0.1748764798482355,0.1449092741935483,0.1733193935757717,0.1367997258865855,0.166406809753196,0.1137587726456667,0.1434331487554432
37,Employment,"Under 6 Years, Living with One Parent",163.0,6580.0,81.0,6745.0,95.0,7242.0,92.0,7622.0,88.0,8015.0,220.0,8712.0,227.0,8972.0,186.0,9280.0,179.0,9061.0,166.0,9277.0,46.0,9251.0,50.0,9029.0,39.0,9269.0,14.0,9025.0,52.0,8317.0,96.0,8668.0
38,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force",0.0,0.2427051671732522,0.0,0.2317272053372868,0.0,0.2346037006351836,0.0,0.2332721070585148,0.0,0.2331877729257642,0.4227272727272727,0.1887052341597796,0.4185022026431718,0.1754346856888096,0.4677419354838709,0.1479525862068965,0.5977653631284916,0.1351947908619357,0.6265060240963856,0.1384068125471596,0.4130434782608695,0.1318776348502864,0.48,0.1348986598737401,0.3076923076923077,0.1807098931923616,0.0,0.1905817174515235,0.3076923076923077,0.2776241433209089,0.375,0.3289109367789571
39,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force",1.0,0.7572948328267477,1.0,0.7682727946627131,1.0,0.7653962993648163,1.0,0.7667278929414851,1.0,0.7668122270742358,0.5772727272727273,0.8112947658402204,0.5814977973568282,0.8245653143111904,0.532258064516129,0.8520474137931034,0.4022346368715084,0.8648052091380642,0.3734939759036144,0.8615931874528403,0.5869565217391305,0.8681223651497135,0.52,0.8651013401262598,0.6923076923076923,0.8192901068076384,1.0,0.8094182825484765,0.6923076923076923,0.722375856679091,0.625,0.6710890632210429
40,Employment,"Under 6 Years, Living with Two Parents",1097.0,31178.0,1065.0,32695.0,1157.0,33144.0,1137.0,34687.0,1396.0,35920.0,865.0,36371.0,1010.0,36135.0,950.0,35287.0,794.0,34710.0,853.0,33503.0,987.0,32018.0,1020.0,31593.0,1035.0,30861.0,981.0,30505.0,1017.0,30522.0,818.0,25388.0
41,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force",0.1185050136736554,0.2492783372891141,0.1323943661971831,0.249365346383239,0.1235955056179775,0.2557325609461742,0.2453825857519788,0.2829878628881137,0.2005730659025787,0.2931514476614699,0.2323699421965318,0.2815154931126447,0.193069306930693,0.2911304829113048,0.231578947368421,0.3134015359764219,0.172544080604534,0.3202823393834629,0.1711606096131301,0.3241799241858938,0.2249240121580547,0.3401836466987319,0.2813725490196078,0.3268445541733928,0.2492753623188406,0.3272739055766177,0.2803261977573904,0.3348631371906245,0.4188790560471976,0.3595111722691829,0.4743276283618582,0.370174885772806
42,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force",0.0,0.0162614664186285,0.0,0.0166386297599021,0.0,0.0095341539946898,0.0,0.009484821402831,0.0,0.0053452115812917,0.0,0.0075884633361744,0.0,0.0085789400857894,0.0,0.0100036840762887,0.0,0.01120714491501,0.0,0.0139688983076142,0.0,0.0153663564245112,0.0,0.0175671826037413,0.0,0.0194420141926703,0.0,0.024356662842157,0.0,0.0238844112443483,0.0293398533007334,0.0863793918386639
43,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force",0.8814949863263446,0.7344601962922573,0.8676056338028169,0.7339960238568588,0.8764044943820225,0.7347332850591359,0.7546174142480211,0.7075273157090552,0.7994269340974212,0.7015033407572383,0.7676300578034682,0.7108960435511809,0.806930693069307,0.7002905770029058,0.7684210526315789,0.6765947799472893,0.827455919395466,0.668510515701527,0.8288393903868698,0.6618511775064919,0.7750759878419453,0.6444499968767569,0.7186274509803922,0.6555882632228658,0.7507246376811594,0.6532840802307119,0.7196738022426096,0.6407801999672185,0.5811209439528023,0.6166044164864688,0.4963325183374083,0.5434457223885301
44,Employment,Unemployment Rate,0.0295385097547598,0.0608135844766881,0.0317498020585906,0.0562046654080624,0.0396077238862703,0.0535574280864409,0.0366862232275394,0.0528643499003607,0.0299117239366746,0.0473714538922793,0.0422888949226174,0.0421464851369989,0.0445032198712051,0.0467561898167262,0.0418053244592346,0.0542882955154614,0.0592237181323403,0.0616593070488925,0.062002028103723,0.0674995414830973,0.0643002180943069,0.0756142580428994,0.0701976874300634,0.0824785173449569,0.0699479912565011,0.0804399877212729,0.0589723320158102,0.0751930879380297,0.0577124868835257,0.0714463457119018,0.0304612706701479,0.0459336392752786
45,Employment,Worked in place of residence,0.8428746427113107,0.8253169561041847,0.8600115692917941,0.823000162549794,0.8393070966711902,0.8150015822719782,0.8179725213516524,0.8033030688796547,0.8318635246494145,0.787710045863901,0.8145365219276064,0.7662421676810082,0.7937104139048461,0.763732761445209,0.8047113026677566,0.758829095879553,0.8301251956181533,0.75375162546046,0.8278844627836851,0.7547692840780026,0.8134303671849157,0.7585445293737045,0.8400424593778069,0.7619994669640917,0.8370707488622259,0.7654151647580465,0.8176805100809926,0.7678917094340922,0.806477093206951,0.7633115045678713,0.8009769020614289,0.7693386500634328
46,Employment,Worked outside place of residence,0.1571253572886892,0.1746830438958153,0.1399884307082059,0.1769998374502059,0.1606929033288097,0.1849984177280218,0.1820274786483475,0.1966969311203452,0.1681364753505855,0.2122899541360989,0.1854634780723936,0.2337578323189918,0.2062895860951539,0.236267238554791,0.1952886973322434,0.2411709041204469,0.1698748043818466,0.24624837453954,0.1721155372163148,0.2452307159219974,0.1865696328150843,0.2414554706262954,0.1599575406221932,0.2380005330359082,0.1629292511377741,0.2345848352419535,0.1823194899190074,0.2321082905659077,0.1935229067930489,0.2366884954321287,0.199023097938571,0.2306613499365671
47,Households,Average Family Household Size,2.959548648073238,3.1319983337300643,2.961412688031393,3.144151117308533,3.0562597287080275,3.2018118894912773,3.113636363636364,3.2615402697381954,2.757959602875728,3.28706601556316,3.072089947089947,3.2517095916023706,3.317521781219748,3.268945126068028,3.1251419486713603,3.289369891655579,3.0537540805223067,3.2672108135580915,3.066697332106716,3.2838383338079966,2.956286721504113,3.298934193677973,3.125623367371171,3.2995935115235646,3.0387578799906607,3.334838052183911,3.006155303030303,3.339890688687735,2.9997760358342664,3.344840920606982,3.123956043956044,3.3800225564931448
48,Households,Average Household Size,2.291858856088561,2.209471781902731,2.296521639306624,2.237901330812144,2.3697613337901107,2.2943849561823813,2.412290502793296,2.3444979393966285,2.1243709561466573,2.3684053111240844,2.389451251997869,2.359117045903988,2.579819554409869,2.362153216954271,2.3757543673901536,2.352446654005139,2.3541228439209085,2.326626108742424,2.350516550706304,2.3229749890800586,2.277127830846839,2.320853188109825,2.3626684050412865,2.3119669277632724,2.339951733216323,2.314770502501632,2.294097995545657,2.3034212201512974,2.291174196398984,2.304953708122554,2.3096816255568835,2.2949552827042594
