,Category,Attribute,2000_Presidio,2010_Presidio,2011_Presidio,2012_Presidio,2013_Presidio,2014_Presidio,2015_Presidio,2016_Presidio,2017_Presidio,2018_Presidio,2019_Presidio,2020_Presidio,2021_Presidio,2022_Presidio,2023_Presidio,2024_Presidio
222,Affordability,80 AMI Annual Income,57525.77319587629,98198.19819819822,92899.4082840237,94899.3288590604,112558.13953488372,115841.58415841585,129292.0353982301,143629.34362934364,158502.20264317186,153942.85714285716,160712.1946587537,121440.0,165090.64289405686,168158.2210526316,165471.18658064515,165039.16259740264
223,Affordability,80 AMI Monthly Affordable Rent,4793.81443298969,8183.183183183185,7741.617357001975,7908.2774049217005,9379.844961240311,9653.465346534655,10774.336283185841,11969.11196911197,13208.516886930987,12828.57142857143,13392.682888229474,10120.0,13757.553574504738,14013.1850877193,13789.265548387097,13753.263549783553
0,Age,0-2 Years,0.535483870967742,0.6511627906976745,0.5601503759398496,0.5551948051948052,0.4846796657381615,0.5364238410596026,0.5366492146596858,0.5949895615866388,0.54,0.6178343949044586,0.5795454545454546,0.6472868217054264,0.6003787878787878,0.6132596685082873,0.5813528336380256,0.6019230769230769
1,Age,0-4 Years,0.061750333185251,0.0666899441340782,0.0767710049423393,0.0972559916637721,0.1144619602467443,0.1231527093596059,0.0937245313773431,0.1144200626959247,0.1005586592178771,0.0728332119446467,0.0575011831519167,0.0628662759722962,0.1151028125738596,0.1209514170040485,0.1226365546218487,0.1161240707510894
2,Age,18-34 Years,0.6414926699244781,0.513268156424581,0.4490939044481054,0.464397360194512,0.3636052090472926,0.3355549116198203,0.397989676718283,0.3565830721003135,0.3174641729414622,0.3932993445010925,0.3951727401798391,0.3814597762386787,0.3505081541006854,0.3097165991902834,0.2723214285714285,0.2909510381953345
3,Age,3-5 Years,0.4645161290322581,0.3488372093023256,0.4398496240601504,0.4448051948051948,0.5153203342618384,0.4635761589403973,0.4633507853403141,0.4050104384133611,0.46,0.3821656050955414,0.4204545454545454,0.3527131782945736,0.3996212121212121,0.3867403314917127,0.4186471663619744,0.398076923076923
4,Age,35-59 Years,0.2176810306530431,0.2922486033519553,0.3232289950576606,0.2865578325807572,0.3481836874571624,0.3630831643002028,0.3287150230915512,0.3343782654127482,0.3558416322564974,0.3122117018693858,0.3402744912446758,0.4080980287693127,0.3542897660127629,0.3952429149797571,0.3739495798319328,0.3383747756985388
5,Age,5-17 Years,0.0688582852065748,0.0974162011173184,0.1084019769357495,0.1080236193122612,0.1247429746401645,0.1274992755722978,0.1643575115457756,0.1666666666666666,0.1865435997085256,0.1680019422189851,0.1540463795551348,0.0612679808204581,0.1385015362798392,0.1348684210526315,0.1567752100840336,0.1804665470392207
6,Age,60 and older,0.010217681030653,0.030377094972067,0.0425041186161449,0.0437651962486974,0.049006168608636,0.050709939148073,0.0152132572670469,0.0279519331243469,0.0395919358756376,0.0536537994658897,0.0530052058684335,0.0863079381992541,0.0415977310328527,0.0392206477732793,0.0743172268907563,0.0740835683158164
7,Age,Under 18 Years,294.0,470.0,562.0,591.0,698.0,865.0,950.0,1076.0,1182.0,992.0,894.0,1041.0,1073.0,1011.0,1064.0,1157.0
8,Age,Under 6 Years,155.0,215.0,266.0,308.0,359.0,453.0,382.0,479.0,450.0,314.0,264.0,516.0,528.0,543.0,547.0,520.0
228,Educational Attainment,College Degree or higher,0.7490247074122237,0.8527204502814258,0.8466494845360825,0.8412098298676749,0.878500237304224,0.8948226661231146,0.8584983498349835,0.8576131687242798,0.835129740518962,0.8303193535975375,0.8417878680383114,0.6925525143220879,0.8554592720970537,0.8662232076866223,0.8527463965718738,0.8371005455962588
229,Educational Attainment,High School or Less,0.0903771131339401,0.0530018761726078,0.0562714776632302,0.0552930056710775,0.0156620787850023,0.0093762739502649,0.0152640264026402,0.0300411522633744,0.0642714570858283,0.0738745671412081,0.080525008868393,0.1731381285805219,0.0876949740034662,0.0872135994087213,0.0833657966497857,0.0740452065471551
230,Educational Attainment,Some College/Associate Degree,0.1605981794538361,0.0942776735459662,0.0970790378006872,0.1034971644612476,0.1058376839107736,0.0958010599266204,0.1262376237623762,0.1123456790123456,0.1005988023952095,0.0958060792612543,0.0776871230932955,0.1343093570973902,0.05684575389948,0.0465631929046563,0.0638878067783404,0.0888542478565861
9,Employment,"6-17, Living with One Parent",25.0,62.0,25.0,18.0,29.0,24.0,120.0,106.0,172.0,268.0,250.0,237.0,288.0,245.0,235.0,229.0
10,Employment,"6-17, Living with One Parent, Parent Not in Labor Force",0.0,0.0,0.0,0.0,0.3793103448275862,0.375,0.1,0.0754716981132075,0.0523255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Employment,"6-17, Living with One Parent, Parent in Labor Force",1.0,1.0,1.0,1.0,0.6206896551724138,0.625,0.9,0.9245283018867924,0.9476744186046512,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,Employment,"6-17, Living with Two Parents",114.0,157.0,250.0,255.0,300.0,380.0,417.0,448.0,515.0,361.0,332.0,266.0,257.0,223.0,242.0,385.0
13,Employment,"6-17, Living with Two Parents, One Parent in Labor Force",0.4385964912280701,0.7261146496815286,0.488,0.3568627450980392,0.3866666666666666,0.4421052631578947,0.407673860911271,0.3794642857142857,0.4621359223300971,0.4598337950138504,0.4156626506024096,0.4962406015037593,0.4085603112840467,0.1928251121076233,0.0371900826446281,0.4363636363636363
14,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force",0.0526315789473684,0.0,0.0,0.0313725490196078,0.1633333333333333,0.1421052631578947,0.1151079136690647,0.1004464285714285,0.0718446601941747,0.0,0.0,0.0,0.0933852140077821,0.0986547085201793,0.0785123966942148,0.0701298701298701
15,Employment,"6-17, Living with Two Parents, Parents in Labor Force",0.5087719298245614,0.2738853503184713,0.512,0.611764705882353,0.45,0.4157894736842105,0.4772182254196642,0.5200892857142857,0.4660194174757281,0.5401662049861495,0.5843373493975904,0.5037593984962406,0.4980544747081712,0.7085201793721974,0.8842975206611571,0.4935064935064935
231,Employment,Employed Residents,1483.0,2061.0,2110.0,1932.0,1866.0,2047.0,2338.0,2332.0,2471.0,2717.0,2817.0,1384.0,2547.0,2352.0,2099.0,2129.0
232,Employment,Managerial Professional,0.5057316250842886,0.61863173216885,0.5791469194312796,0.5548654244306418,0.6162915326902465,0.6331216414264778,0.602224123182207,0.6427958833619211,0.6576284904896803,0.6359955833640044,0.5946041888533902,0.6315028901734104,0.6274047899489595,0.6683673469387755,0.6560266793711291,0.6881164866134335
233,Employment,Natural Resources,0.0148347943358057,0.0043668122270742,0.0142180094786729,0.0041407867494824,0.0107181136120042,0.0058622374206155,0.0081266039349871,0.006861063464837,0.0226628895184136,0.0191387559808612,0.0149094781682641,0.0296242774566473,0.0274833137023949,0.0199829931972789,0.0176274416388756,0.0192578675434476
234,Employment,Production Transport Materials,0.0148347943358057,0.0145560407569141,0.0170616113744075,0.0238095238095238,0.017684887459807,0.0224719101123595,0.0483319076133447,0.04631217838765,0.0578713071630918,0.0460066249539933,0.0379836705715299,0.0332369942196531,0.0314095013741656,0.034438775510204,0.0581229156741305,0.059652418976045
235,Employment,Sales and Office,0.2623061362103843,0.3129548762736536,0.3222748815165877,0.343167701863354,0.2706323687031082,0.2486565705911089,0.2296834901625321,0.2131217838765008,0.1841359773371104,0.2256164887743835,0.2314518991835285,0.1596820809248555,0.2061248527679623,0.1662414965986394,0.1472129585516912,0.1216533583842179
236,Employment,Services,0.1975724881995954,0.049490538573508,0.0672985781990521,0.0740165631469979,0.0846730975348338,0.0898876404494382,0.111633875106929,0.0909090909090909,0.0777013354917037,0.0732425469267574,0.1210507632232871,0.1459537572254335,0.1075775422065174,0.110969387755102,0.1210100047641734,0.1113198684828558
16,Employment,"Under 6 Years, Living with One Parent",33.0,0.0,0.0,0.0,12.0,18.0,16.0,33.0,20.0,0.0,0.0,147.0,146.0,145.0,145.0,145.0
17,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force",0.4242424242424242,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
18,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force",0.5757575757575758,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0
19,Employment,"Under 6 Years, Living with Two Parents",107.0,215.0,266.0,308.0,347.0,435.0,366.0,446.0,430.0,314.0,264.0,369.0,382.0,398.0,402.0,375.0
20,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force",0.4299065420560747,0.5255813953488372,0.3909774436090225,0.3279220779220779,0.4495677233429395,0.5057471264367817,0.4781420765027322,0.4663677130044843,0.5627906976744186,0.3630573248407643,0.3219696969696969,0.5582655826558266,0.5916230366492147,0.4346733668341708,0.5298507462686567,0.4693333333333333
21,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force",0.2336448598130841,0.0837209302325581,0.075187969924812,0.1525974025974026,0.1239193083573487,0.1126436781609195,0.1229508196721311,0.1390134529147982,0.0651162790697674,0.054140127388535,0.0606060606060606,0.037940379403794,0.0,0.0,0.0,0.0
22,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force",0.3364485981308411,0.3906976744186046,0.5338345864661654,0.5194805194805194,0.4265129682997118,0.3816091954022989,0.3989071038251366,0.3946188340807174,0.3720930232558139,0.5828025477707006,0.6174242424242424,0.4037940379403794,0.4083769633507853,0.5653266331658291,0.4701492537313433,0.5306666666666666
237,Employment,Unemployment Rate,0.0202659911336288,0.0276217228464419,0.0167053364269141,0.0192893401015228,0.0147835269271383,0.0139691714836223,0.0126689189189189,0.0097664543524416,0.0104124949939927,0.005126327352618,0.0198329853862212,0.0078853046594982,0.0271199388846447,0.0268928423665701,0.0510849909584086,0.0409909909909909
23,Employment,Worked in place of residence,0.7576747224036577,0.8144179249878227,0.8074891982717235,0.7670005271481286,0.7594799566630552,0.7950248756218905,0.7728062554300608,0.8007778738115817,0.8282458282458283,0.8433111603843311,0.8357677235482722,0.8286203941730934,0.8144539179861957,0.8289995592772146,0.8601190476190477,0.8333333333333334
24,Employment,Worked outside place of residence,0.2423252775963422,0.1855820750121773,0.1925108017282765,0.2329994728518713,0.2405200433369447,0.2049751243781094,0.2271937445699391,0.1992221261884183,0.1717541717541717,0.1566888396156688,0.1642322764517278,0.1713796058269066,0.1855460820138043,0.1710004407227853,0.1398809523809523,0.1666666666666666
25,Households,Average Family Household Size,2.915841584158416,3.2763819095477387,3.3846153846153846,3.464757709251101,3.44212523719165,3.641322314049587,3.5047468354430378,3.33955223880597,3.3473917869034406,3.286458333333333,3.305291723202171,3.510971786833856,3.463969658659924,3.4374193548387098,3.4218942189421893,3.611260053619303
26,Households,Average Household Size,2.718599033816425,2.8356435643564355,2.6906028368794326,2.6364468864468864,2.57773851590106,2.833333333333333,2.900709219858156,2.9310872894333846,3.1307984790874523,3.0993227990970653,3.191842900302115,2.454664914586071,3.131754256106588,2.9684447783621337,2.8423019431988044,2.8937592867756314
27,Households,Family Households,0.4879227053140096,0.3940594059405941,0.3918439716312056,0.4157509157509158,0.465547703180212,0.4967159277504105,0.4980299448384555,0.6156202143950995,0.685171102661597,0.5778781038374717,0.5566465256797583,0.4191852825229961,0.5854922279792746,0.5822689706987227,0.6076233183856502,0.5542347696879644
28,Households,Households,828.0,1010.0,1128.0,1092.0,1132.0,1218.0,1269.0,1306.0,1315.0,1329.0,1324.0,761.0,1351.0,1331.0,1338.0,1346.0
29,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",0.0205314009661835,0.0742574257425742,0.0904255319148936,0.0924908424908425,0.0909893992932862,0.1009852216748768,0.037037037037037,0.0681470137825421,0.0836501901140684,0.1188863807373965,0.1246223564954682,0.1366622864651774,0.1132494448556624,0.1111945905334335,0.1883408071748878,0.1916790490341753
30,Households,"Households with Children, % of Total",0.2584541062801932,0.2475247524752475,0.2384751773049645,0.271062271062271,0.2862190812720848,0.3169129720853859,0.3869188337273443,0.4310872894333843,0.4973384030418251,0.4424379232505643,0.3851963746223565,0.1892247043363994,0.4093264248704663,0.3651389932381668,0.3938714499252616,0.413075780089153
31,Households,Living in Group Quarters,0.0,0.0,0.0,396.0,349.0,274.0,328.0,263.0,149.0,220.0,0.0,9.0,0.0,1.0,5.0,6.0
32,Households,Non-Family Households,0.5120772946859904,0.6059405940594059,0.6081560283687943,0.5842490842490843,0.534452296819788,0.5032840722495895,0.5019700551615445,0.3843797856049004,0.314828897338403,0.4221218961625282,0.4433534743202417,0.580814717477004,0.4145077720207253,0.4177310293012772,0.3923766816143498,0.4457652303120357
33,Households,"Single Person Households, % of Total",0.1243961352657004,0.2584158415841584,0.3058510638297872,0.3113553113553113,0.32773851590106,0.2889983579638752,0.2576832151300236,0.2105666156202144,0.1566539923954372,0.1738148984198645,0.1268882175226586,0.3245729303547963,0.1132494448556624,0.1495116453794139,0.1838565022421524,0.2184249628528974
34,Housing,Median Year Moved In Owner,1975.0,2006.0,2008.0,0.0,2002.608695652174,1979.0,2005.0,2005.0,2010.0,2005.0,2005.0,2015.103896103896,2005.0,0.0,0.0,2014.0
35,Housing,Median Year Moved In Renter,1999.605488850772,2005.097069597069,2006.6253263707567,2006.465621230398,2008.206278026906,2010.4341463414637,2011.14956736712,2012.0216701902748,2014.849537037037,2012.6204379562043,2012.032319391635,2012.7962962962963,2018.303317535545,2017.126530612245,2018.237623762376,2018.1522988505749
36,Housing,Median Year Structure Built,1947.076923076923,1949.2934782608693,1955.85140562249,1952.704081632653,1951.302681992337,1959.046762589928,1948.4131736526947,1945.565476190476,1949.2307692307693,1946.0837438423648,1945.2558139534883,1939.0,1946.0915492957747,1950.187969924812,1951.1845386533664,1951.609947643979
37,Housing,"Overcrowding, Renter Occupied Housing",0.01230012300123,0.0121703853955375,0.0241718889883616,0.0082417582417582,0.0,0.0,0.0,0.02360346184107,0.0182250396196513,0.0139318885448916,0.0108527131782945,0.1302170283806344,0.0141791044776119,0.0135236664162283,0.0119581464872944,0.006731488406881
38,Housing,Owner Occupied,0.0181159420289855,0.0237623762376237,0.0097517730496453,0.0,0.0300353356890459,0.0632183908045977,0.0181245074862096,0.0267993874425727,0.0403041825095057,0.0278404815650865,0.0256797583081571,0.2128777923784494,0.0081421169504071,0.0,0.0,0.0066864784546805
39,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,210.0,818.0,938.0,896.0,882.0,951.0,361.0,340.0,346.0,343.0,327.0,187.0,327.0,381.0,408.0,457.0
40,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,603.0,144.0,162.0,196.0,216.0,190.0,885.0,931.0,916.0,949.0,963.0,412.0,995.0,932.0,912.0,862.0
41,Housing,Renter Occupied,0.9818840579710144,0.9762376237623762,0.9902482269503546,1.0,0.969964664310954,0.9367816091954024,0.9818754925137904,0.9732006125574272,0.9596958174904944,0.9721595184349134,0.974320241691843,0.7871222076215506,0.9918578830495928,1.0,1.0,0.9933135215453196
42,Housing,Total Number of Units,1236.0,1234.0,1260.0,1280.0,1302.0,1317.0,1335.0,1369.0,1352.0,1343.0,1336.0,920.0,1379.0,1393.0,1427.0,1437.0
43,Housing,Total Vacant Units,408.0,224.0,132.0,188.0,170.0,99.0,66.0,63.0,37.0,14.0,12.0,159.0,28.0,62.0,89.0,91.0
44,Housing,Vacancy Rate,0.3300970873786408,0.1815235008103727,0.1047619047619047,0.146875,0.130568356374808,0.0751708428246013,0.049438202247191,0.0460189919649379,0.0273668639053254,0.0104244229337304,0.0089820359281437,0.1728260869565217,0.0203045685279187,0.0445082555635319,0.0623686054660126,0.0633263743910925
45,Housing Prices,Contract Rent 100 to 149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Housing Prices,Contract Rent 1000 to 1249,114.0,18.0,34.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,38.0,1.0,0.0,0.0,12.0
47,Housing Prices,Contract Rent 1250 to 1499,20.0,0.0,0.0,0.0,0.0,17.0,16.0,28.0,26.0,32.0,11.0,30.0,22.0,11.0,9.0,10.0
48,Housing Prices,Contract Rent 150 to 199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Housing Prices,Contract Rent 1500 to 1999,270.0,79.0,65.0,60.0,57.0,37.0,92.0,140.0,125.0,120.0,143.0,84.0,22.0,54.0,60.0,10.0
50,Housing Prices,Contract Rent 200 to 249,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",184.0,801.0,907.0,904.0,961.0,987.0,251.0,131.0,75.0,59.0,49.0,114.0,74.0,11.0,9.0,22.0
52,Housing Prices,Contract Rent 250 to 299,0.0,0.0,17.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,294.0,362.0,348.0,247.0,226.0,94.0,63.0,45.0,60.0,89.0
54,Housing Prices,Contract Rent 300 to 349,0.0,0.0,0.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
55,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,258.0,187.0,201.0,263.0,334.0,105.0,318.0,156.0,58.0,97.0
56,Housing Prices,Contract Rent 350 to 399,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
57,Housing Prices,Contract Rent 3500 or more (ACS2015-),,0.0,0.0,0.0,0.0,0.0,256.0,363.0,427.0,473.0,446.0,77.0,777.0,983.0,1067.0,1037.0
58,Housing Prices,Contract Rent 400 to 449,0.0,0.0,0.0,19.0,21.0,23.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0
59,Housing Prices,Contract Rent 500 to 549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0
60,Housing Prices,Contract Rent 550 to 599,14.0,47.0,43.0,44.0,27.0,31.0,0.0,0.0,0.0,29.0,27.0,16.0,25.0,0.0,0.0,0.0
61,Housing Prices,Contract Rent 600 to 649,0.0,14.0,13.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
62,Housing Prices,Contract Rent 650 to 699,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Housing Prices,Contract Rent 700 to 749,6.0,0.0,11.0,8.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Housing Prices,Contract Rent 750 to 749,0.0,6.0,9.0,0.0,0.0,13.0,24.0,18.0,22.0,0.0,0.0,9.0,0.0,0.0,15.0,11.0
65,Housing Prices,Contract Rent 750 to 799,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0
66,Housing Prices,Contract Rent 800 to 899,63.0,0.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,0.0,15.0,18.0,0.0,0.0,0.0
67,Housing Prices,Contract Rent 900 to 999,40.0,9.0,9.0,9.0,0.0,0.0,0.0,20.0,20.0,25.0,9.0,0.0,0.0,18.0,18.0,18.0
68,Housing Prices,Contract Rent Less than 100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Housing Prices,Contract Rent Total,813.0,986.0,1117.0,1092.0,1098.0,1141.0,1246.0,1271.0,1262.0,1292.0,1290.0,599.0,1340.0,1331.0,1338.0,1337.0
70,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,32.0,28.0,11.0
71,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",63.0,0.0,0.0,0.0,0.0,0.0,294.0,362.0,348.0,247.0,226.0,94.0,63.0,45.0,60.0,89.0
72,Housing Prices,Contract Rent Total With cash Rent,750.0,986.0,1117.0,1092.0,1098.0,1141.0,1246.0,1271.0,1262.0,1292.0,1275.0,599.0,1320.0,1299.0,1310.0,1326.0
73,Housing Prices,Extremely Rent Burdened,0.1599015990159901,0.2038539553752535,0.1700984780662489,0.1639194139194139,0.1484517304189435,0.0911481156879929,0.0922953451043338,0.1140833988985051,0.0855784469096671,0.1191950464396284,0.1310077519379845,0.1419031719532554,0.1895522388059701,0.1848234410217881,0.1883408071748878,0.200448765893792
74,Housing Prices,Home Value 10000 to 14999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Housing Prices,Home Value 100000 to 124999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)",15.0,12.0,11.0,0.0,34.0,77.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0
77,Housing Prices,Home Value 125000 to 149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Housing Prices,Home Value 15000 to 19999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Housing Prices,Home Value 150000 to 174999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
81,Housing Prices,Home Value 175000 to 199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Housing Prices,Home Value 20000 to 24999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Housing Prices,Home Value 200000 to 249999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Housing Prices,Home Value 2000000 or more (ACS2015-),,0.0,0.0,0.0,0.0,0.0,23.0,35.0,53.0,37.0,34.0,0.0,11.0,0.0,0.0,0.0
85,Housing Prices,Home Value 25000 to 29999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Housing Prices,Home Value 250000 to 299999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Housing Prices,Home Value 30000 to 34999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Housing Prices,Home Value 300000 to 399999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
89,Housing Prices,Home Value 35000 to 39999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Housing Prices,Home Value 40000 to 49999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Housing Prices,Home Value 400000 to 499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Housing Prices,Home Value 50000 to 59999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Housing Prices,Home Value 500000 to 749999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
94,Housing Prices,Home Value 60000 to 69999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Housing Prices,Home Value 70000 to 79999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Housing Prices,Home Value 750000 to 999999,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,9.0
